-7.323609206009770389e+01,-7.433768572247872441e+01,-7.394209007631117458e+01,-7.399828236513958757e+01,-7.400179192154395480e+01
-7.471686016580521539e+01,-7.461645937334161260e+01,-7.471471084494542936e+01,-7.462509107756717697e+01,-7.455849206626483294e+01
-7.399625230495014705e+01,-7.397825037870686060e+01,-7.394104079917889294e+01,-7.401856704191098402e+01,-7.412836578482695415e+01
-7.396293188726193080e+01,-7.406580123307122676e+01,-7.407609617827439763e+01,-7.395948134314622280e+01,-7.383757529766771199e+01
-7.373356000687023482e+01,-7.365499078093056085e+01,-7.361446737691066744e+01,-7.366742251588705415e+01,-7.376020017885821289e+01
-7.360242446352395973e+01,-7.371732890844862141e+01,-7.377280385276075947e+01,-7.359826993311595800e+01,-7.347044990591173530e+01
-7.355505200890364392e+01,-7.331253139392747187e+01,-7.334483746958019879e+01,-7.339354901047227031e+01,-7.354524231071775375e+01
-7.338505808835523681e+01,-7.343372175806320001e+01,-7.347402915730911843e+01,-7.326608473184640502e+01,-7.320652616669673307e+01
-7.335965378632056400e+01,-7.310005128686998432e+01,-7.308893331304966523e+01,-7.308035443706172885e+01,-7.330949799672914935e+01
-7.313269637688269142e+01,-7.324570233669486186e+01,-7.323955326918002129e+01,-7.296511126909216216e+01,-7.296706842293306750e+01
-7.313345754920321440e+01,-7.289441020353994816e+01,-7.287838972400001580e+01,-7.281908310128726214e+01,-7.310579951869526383e+01
-7.285090511545860181e+01,-7.306403518364807326e+01,-7.303224645481888899e+01,-7.276703925064725809e+01,-7.275407412230036641e+01
-7.286502295847253663e+01,-7.270034695767317601e+01,-7.267054917925393909e+01,-7.265314190693068497e+01,-7.294039330601886206e+01
-7.258571223524144500e+01,-7.281707245088244917e+01,-7.282369137517756030e+01,-7.252115470073297843e+01,-7.256306438868668351e+01
-7.267576694479471655e+01,-7.237203463176855678e+01,-7.242416615525702639e+01,-7.238876087731919995e+01,-7.275312708068943834e+01
-7.240685854336757643e+01,-7.251187037027683857e+01,-7.256974046119884747e+01,-7.224776824055885527e+01,-7.233751858458697370e+01
-7.248371269603818234e+01,-7.208861989633759038e+01,-7.216465758295738908e+01,-7.211320309113182248e+01,-7.256584257213870615e+01
-7.214382123438841177e+01,-7.230121489113466282e+01,-7.234596731063888342e+01,-7.202264737876910772e+01,-7.211458891860289100e+01
-7.224414433736166075e+01,-7.191356313369507802e+01,-7.194444335682830172e+01,-7.191729449695438348e+01,-7.237688452605893019e+01
-7.191849241490331224e+01,-7.215161452449153501e+01,-7.217745381473868349e+01,-7.181211579409102796e+01,-7.189396510491373249e+01
